game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W9_EDM,,2024,9,CFL,,,0.0,14.0,3.0,0.0,60.0
SYNTHETIC_CFL_2024_W10_EDM,,2024,10,CFL,,,1.0,17.0,1.0,0.0,77.0
SYNTHETIC_CFL_2024_W11_EDM,,2024,11,CFL,,,0.0,4.0,1.0,3.0,108.0
SYNTHETIC_CFL_2024_W12_EDM,,2024,12,CFL,,,,,,0.0,19.0
SYNTHETIC_CFL_2024_W14_EDM,,2024,14,CFL,,,0.0,0.0,0.0,1.0,34.0
SYNTHETIC_CFL_2024_W16_EDM,,2024,16,CFL,,,0.0,3.0,1.0,0.0,157.0
SYNTHETIC_CFL_2024_W17_EDM,,2024,17,CFL,,,0.0,12.0,2.0,0.0,109.0
SYNTHETIC_CFL_2024_W18_EDM,,2024,18,CFL,,,0.0,2.0,1.0,0.0,13.0
SYNTHETIC_CFL_2024_W19_EDM,,2024,19,CFL,,,,,,0.0,140.0
SYNTHETIC_CFL_2024_W21_EDM,,2024,21,CFL,,,,,,1.0,48.0
SYNTHETIC_CFL_2025_W1_EDM,,2025,1,CFL,,,,67.0,5.0,,24.0
SYNTHETIC_CFL_2025_W3_EDM,,2025,3,CFL,,,0.0,1.0,3.0,0.0,76.0
SYNTHETIC_CFL_2025_W4_EDM,,2025,4,CFL,,,0.0,9.0,1.0,0.0,30.0
SYNTHETIC_CFL_2025_W5_EDM,,2025,5,CFL,,,1.0,69.0,4.0,1.0,105.0
SYNTHETIC_CFL_2025_W6_EDM,,2025,6,CFL,,,0.0,0.0,0.0,0.0,4.0
SYNTHETIC_CFL_2025_W8_EDM,,2025,8,CFL,,,0.0,42.0,4.0,0.0,0.0
SYNTHETIC_CFL_2025_W9_EDM,,2025,9,CFL,,,1.0,64.0,7.0,1.0,69.0
SYNTHETIC_CFL_2025_W10_EDM,,2025,10,CFL,,,0.0,88.0,4.0,0.0,0.0
SYNTHETIC_CFL_2025_W11_EDM,,2025,11,CFL,,,0.0,87.0,5.0,1.0,92.0
SYNTHETIC_CFL_2025_W12_EDM,,2025,12,CFL,,,0.0,58.0,5.0,1.0,36.0
SYNTHETIC_CFL_2025_W13_EDM,,2025,13,CFL,,,0.0,48.0,5.0,0.0,48.0
SYNTHETIC_CFL_2025_W14_EDM,,2025,14,CFL,,,,,,2.0,204.0
SYNTHETIC_CFL_2025_W15_EDM,,2025,15,CFL,,,1.0,8.0,2.0,0.0,27.0
SYNTHETIC_CFL_2025_W16_EDM,,2025,16,CFL,,,1.0,77.0,2.0,,41.0
SYNTHETIC_CFL_2025_W17_EDM,,2025,17,CFL,,,0.0,15.0,2.0,2.0,82.0
SYNTHETIC_CFL_2025_W19_EDM,,2025,19,CFL,,,0.0,-1.0,1.0,1.0,138.0
SYNTHETIC_CFL_2025_W20_EDM,,2025,20,CFL,,,0.0,35.0,3.0,0.0,36.0
SYNTHETIC_CFL_2025_W21_EDM,,2025,21,CFL,,,0.0,46.0,3.0,0.0,1.0
