game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2025-04-26-MTL-BOS,2025-04-26,2025,1,,MTL,BOS,2.0,0.0,0.0,0.0,1.0,97.0,479.0
2025-05-10-MTL-BOS,2025-05-10,2025,3,,MTL,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-16-NY-BOS,2025-05-16,2025,4,,NY,BOS,2.0,0.0,0.0,2.0,0.0,49.0,505.0
2025-05-18-BOS-DC,2025-05-18,2025,4,,BOS,DC,1.0,0.0,0.0,0.0,2.0,27.0,113.0
2025-06-07-PHI-BOS,2025-06-07,2025,7,,PHI,BOS,1.0,0.0,0.0,0.0,2.0,43.0,158.0
2025-06-14-BOS-MTL,2025-06-14,2025,8,,BOS,MTL,1.0,1.0,0.0,1.0,0.0,116.0,186.0
2025-06-15-BOS-TOR,2025-06-15,2025,8,,BOS,TOR,4.0,0.0,0.0,2.0,1.0,174.0,533.0
2025-06-21-TOR-BOS,2025-06-21,2025,9,,TOR,BOS,2.0,1.0,0.0,3.0,1.0,102.0,251.0
2025-07-06-DC-BOS,2025-07-06,2025,11,,DC,BOS,4.0,0.0,0.0,0.0,0.0,119.0,246.0
2025-07-11-BOS-PHI,2025-07-11,2025,12,,BOS,PHI,4.0,0.0,0.0,2.0,0.0,121.0,464.0
2025-07-12-BOS-DC,2025-07-12,2025,12,,BOS,DC,4.0,1.0,0.0,2.0,2.0,119.0,354.0
2025-07-19-BOS-NY,2025-07-19,2025,13,,BOS,NY,1.0,1.0,0.0,0.0,1.0,99.0,332.0
