game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_2023_W1_WPG,,2023,1,CFL,,,,,,,,2.0
SYNTHETIC_CFL_2023_W2_WPG,,2023,2,CFL,,,,,,,,5.0
SYNTHETIC_CFL_2023_W4_WPG,,2023,4,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W14_WPG,,2023,14,CFL,,,0.0,,,,0.0,1.0
SYNTHETIC_CFL_2023_W17_WPG,,2023,17,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W18_WPG,,2023,18,CFL,,,0.0,,,,1.0,2.0
SYNTHETIC_CFL_2023_W20_WPG,,2023,20,CFL,,,0.0,,,,0.0,1.0
SYNTHETIC_CFL_2023_W21_WPG,,2023,21,CFL,,,0.0,,,,0.0,1.0
