game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452436,,,1,,,,8.0,1.0,2.0,0.0,2.0,4.0,0.0
2559384,,,1,,,,7.0,2.0,0.0,0.0,0.0,10.0,1.0
2660096,,,1,,,,7.0,0.0,0.0,0.0,0.0,5.0,0.0
2457575,,,2,,,,3.0,1.0,0.0,0.0,1.0,5.0,0.0
2559389,,,2,,,,6.0,1.0,0.0,3.0,3.0,11.0,1.0
2463133,,,3,,,,7.0,0.0,2.0,0.0,0.0,4.0,1.0
2559397,,,3,,,,8.0,0.0,0.0,3.0,3.0,15.0,1.0
2463414,,,4,,,,3.0,0.0,0.0,3.0,2.0,7.0,0.0
2559399,,,4,,,,11.0,0.0,0.0,1.0,1.0,10.0,2.0
2463420,,,5,,,,7.0,0.0,0.0,6.0,0.0,7.0,1.0
2559413,,,5,,,,10.0,1.0,0.0,0.0,1.0,6.0,0.0
2464829,,,6,,,,6.0,0.0,0.0,8.0,2.0,12.0,2.0
2559415,,,6,,,,5.0,1.0,0.0,1.0,1.0,4.0,0.0
