game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-13-MTL-TOR,2023-05-13,2023,3,,MTL,TOR,,1.0,11.0,10.0,,1.0,2.0,,11.0,1.0,126.0,64.0
2023-05-20-DC-TOR,2023-05-20,2023,4,,DC,TOR,1.0,,14.0,11.0,,1.0,,,13.0,2.0,99.0,26.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,,TOR,MTL,1.0,2.0,10.0,12.0,,,1.0,,13.0,1.0,50.0,56.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,,PHI,TOR,,1.0,14.0,11.0,1.0,3.0,,,11.0,,202.0,71.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,4.0,1.0,22.0,20.0,,2.0,1.0,1.0,21.0,1.0,128.0,171.0
2023-06-25-MTL-TOR,2023-06-25,2023,9,,MTL,TOR,,,10.0,9.0,,1.0,,,9.0,,106.0,-9.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,,BOS,TOR,,,22.0,20.0,,1.0,3.0,,21.0,1.0,227.0,103.0
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,,,25.0,23.0,1.0,2.0,1.0,,23.0,,246.0,21.0
2024-05-04-TOR-BOS,2024-05-04,2024,2,,TOR,BOS,0.0,0.0,,,0.0,1.0,,,,0.0,71.0,15.0
2024-05-11-MTL-TOR,2024-05-11,2024,3,,MTL,TOR,1.0,0.0,,,0.0,2.0,,,,1.0,107.0,147.0
2024-05-25-PIT-TOR,2024-05-25,2024,5,,PIT,TOR,0.0,0.0,,,0.0,2.0,,,,0.0,60.0,-1.0
2024-05-31-TOR-DC,2024-05-31,2024,6,,TOR,DC,1.0,1.0,,,0.0,5.0,,,,1.0,308.0,114.0
2024-06-01-TOR-PHI,2024-06-01,2024,6,,TOR,PHI,2.0,0.0,,,0.0,2.0,,,,1.0,161.0,134.0
2024-06-08-TOR-MTL,2024-06-08,2024,7,,TOR,MTL,2.0,0.0,,,1.0,2.0,,,,1.0,208.0,114.0
2024-06-15-DC-TOR,2024-06-15,2024,8,,DC,TOR,1.0,0.0,,,1.0,1.0,,,,1.0,200.0,61.0
2024-06-21-TOR-NY,2024-06-21,2024,9,,TOR,NY,0.0,0.0,,,0.0,3.0,,,,1.0,162.0,32.0
2024-06-22-TOR-BOS,2024-06-22,2024,9,,TOR,BOS,0.0,0.0,,,0.0,3.0,,,,0.0,195.0,106.0
2024-06-29-PHI-TOR,2024-06-29,2024,10,,PHI,TOR,0.0,0.0,,,0.0,1.0,,,,0.0,124.0,29.0
2024-07-19-MTL-TOR,2024-07-19,2024,13,,MTL,TOR,0.0,0.0,,,0.0,2.0,,,,2.0,163.0,98.0
2024-07-20-BOS-TOR,2024-07-20,2024,13,,BOS,TOR,0.0,1.0,,,0.0,0.0,,,,2.0,49.0,-6.0
2025-05-03-TOR-DC,2025-05-03,2025,2,,TOR,DC,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-05-04-TOR-PHI,2025-05-04,2025,2,,TOR,PHI,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-05-10-PHI-TOR,2025-05-10,2025,3,,PHI,TOR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-05-30-DC-TOR,2025-05-30,2025,6,,DC,TOR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-01-NY-TOR,2025-06-01,2025,6,,NY,TOR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-07-MTL-TOR,2025-06-07,2025,7,,MTL,TOR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-15-BOS-TOR,2025-06-15,2025,8,,BOS,TOR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-20-TOR-NY,2025-06-20,2025,9,,TOR,NY,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-21-TOR-BOS,2025-06-21,2025,9,,TOR,BOS,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-28-PIT-TOR,2025-06-28,2025,10,,PIT,TOR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-07-04-TOR-MTL,2025-07-04,2025,11,,TOR,MTL,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-07-19-TOR-MTL,2025-07-19,2025,13,,TOR,MTL,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
