game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_NITRO,,,2,AUDL,,,0.0,0.0,,,1.0,5.0,,,,1.0,105.0,5.0
SYNTHETIC_AUDL_W3_NITRO,,,3,AUDL,,,3.0,0.0,,,0.0,2.0,,,,0.0,52.0,41.0
2022-06-26-OAK-POR,2022-06-26,2022,5,,OAK,POR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-09-SLC-POR,2022-07-09,2022,7,,SLC,POR,2.0,2.0,,,1.0,0.0,,,,2.0,74.0,99.0
2022-07-24-SD-POR,2022-07-24,2022,9,,SD,POR,0.0,0.0,,,0.0,1.0,,,,2.0,92.0,100.0
2022-07-29-POR-SLC,2022-07-29,2022,10,,POR,SLC,4.0,0.0,,,1.0,1.0,,,,1.0,103.0,443.0
2022-07-30-POR-COL,2022-07-30,2022,10,,POR,COL,1.0,0.0,,,1.0,3.0,,,,3.0,172.0,30.0
2023-05-05-SLC-POR,2023-05-05,2023,2,,SLC,POR,,1.0,25.0,28.0,,1.0,1.0,,28.0,,65.0,181.0
2023-05-12-POR-LA,2023-05-12,2023,3,,POR,LA,1.0,,23.0,36.0,,2.0,2.0,,37.0,1.0,69.0,194.0
2023-05-13-POR-SD,2023-05-13,2023,3,,POR,SD,,1.0,,,,,,,,,,
2023-05-19-OAK-POR,2023-05-19,2023,4,,OAK,POR,,,21.0,22.0,,4.0,,,22.0,,121.0,116.0
2023-06-02-SEA-POR,2023-06-02,2023,6,,SEA,POR,3.0,,44.0,55.0,,1.0,1.0,,59.0,2.0,104.0,342.0
2023-06-09-LA-POR,2023-06-09,2023,7,,LA,POR,,,23.0,30.0,,1.0,2.0,,34.0,3.0,128.0,187.0
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,,,30.0,37.0,1.0,3.0,1.0,,39.0,2.0,179.0,265.0
2023-06-30-COL-POR,2023-06-30,2023,10,,COL,POR,4.0,2.0,50.0,56.0,,,2.0,2.0,60.0,4.0,147.0,497.0
2023-07-07-POR-SLC,2023-07-07,2023,11,,POR,SLC,4.0,,63.0,71.0,,1.0,1.0,4.0,81.0,6.0,203.0,443.0
2023-07-08-POR-OAK,2023-07-08,2023,11,,POR,OAK,,1.0,,,1.0,,,,,,,
2023-07-14-SD-POR,2023-07-14,2023,12,,SD,POR,1.0,,24.0,30.0,1.0,1.0,,,32.0,2.0,70.0,132.0
2023-07-22-POR-SEA,2023-07-22,2023,13,,POR,SEA,2.0,1.0,39.0,48.0,2.0,2.0,2.0,,51.0,2.0,258.0,389.0
