game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2024-04-27-DC-SLC,2024-04-27,2024,1,,DC,SLC,2.0,1.0,1.0,0.0,1.0,165.0,83.0
2024-05-05-DC-PHI,2024-05-05,2024,2,,DC,PHI,0.0,0.0,0.0,1.0,1.0,98.0,39.0
2024-05-10-BOS-DC,2024-05-10,2024,3,,BOS,DC,1.0,0.0,0.0,0.0,0.0,97.0,63.0
2024-05-18-PHI-DC,2024-05-18,2024,4,,PHI,DC,2.0,2.0,0.0,6.0,1.0,313.0,91.0
2024-05-31-TOR-DC,2024-05-31,2024,6,,TOR,DC,1.0,1.0,0.0,3.0,0.0,235.0,133.0
2024-06-02-DC-BOS,2024-06-02,2024,6,,DC,BOS,1.0,1.0,0.0,3.0,1.0,201.0,58.0
2024-06-08-NY-DC,2024-06-08,2024,7,,NY,DC,3.0,1.0,0.0,2.0,1.0,278.0,101.0
2024-06-15-DC-TOR,2024-06-15,2024,8,,DC,TOR,2.0,0.0,0.0,2.0,0.0,299.0,128.0
2024-06-16-DC-MTL,2024-06-16,2024,8,,DC,MTL,2.0,1.0,1.0,4.0,2.0,365.0,112.0
2024-06-22-MTL-DC,2024-06-22,2024,9,,MTL,DC,1.0,2.0,2.0,4.0,1.0,184.0,176.0
2024-06-28-CAR-DC,2024-06-28,2024,10,,CAR,DC,0.0,0.0,0.0,4.0,0.0,270.0,113.0
2024-07-20-DC-NY,2024-07-20,2024,13,,DC,NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
