game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2025-04-24-NY-OAK,2025-04-24,2025,1,,NY,OAK,5.0,0.0,0.0,0.0,1.0,123.0,265.0
2025-05-03-OAK-SEA,2025-05-03,2025,2,,OAK,SEA,4.0,1.0,0.0,4.0,1.0,277.0,228.0
2025-05-04-OAK-ORE,2025-05-04,2025,2,,OAK,ORE,3.0,1.0,0.0,2.0,5.0,30.0,233.0
2025-05-09-SEA-OAK,2025-05-09,2025,3,,SEA,OAK,5.0,0.0,0.0,2.0,2.0,192.0,461.0
2025-05-24-SEA-OAK,2025-05-24,2025,5,,SEA,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30-OAK-COL,2025-05-30,2025,6,,OAK,COL,3.0,0.0,0.0,2.0,3.0,293.0,332.0
2025-06-06-SLC-OAK,2025-06-06,2025,7,,SLC,OAK,6.0,2.0,0.0,1.0,1.0,212.0,392.0
2025-06-14-ORE-OAK,2025-06-14,2025,8,,ORE,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21-LV-OAK,2025-06-21,2025,9,,LV,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27-OAK-SLC,2025-06-27,2025,10,,OAK,SLC,3.0,0.0,0.0,0.0,2.0,264.0,191.0
2025-06-28-OAK-SD,2025-06-28,2025,10,,OAK,SD,1.0,0.0,0.0,1.0,1.0,104.0,351.0
2025-07-19-SD-OAK,2025-07-19,2025,13,,SD,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-26-ORE-OAK,2026-04-26,2026,1,,ORE,OAK,2.0,0.0,0.0,1.0,3.0,145.0,116.0
