game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2025-04-24-NY-OAK,2025-04-24,2025,1,,NY,OAK,0.0,2.0,0.0,0.0,0.0,38.0,8.0
2025-05-03-OAK-SEA,2025-05-03,2025,2,,OAK,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-04-OAK-ORE,2025-05-04,2025,2,,OAK,ORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-09-SEA-OAK,2025-05-09,2025,3,,SEA,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-24-SEA-OAK,2025-05-24,2025,5,,SEA,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30-OAK-COL,2025-05-30,2025,6,,OAK,COL,0.0,1.0,0.0,0.0,2.0,36.0,6.0
2025-06-06-SLC-OAK,2025-06-06,2025,7,,SLC,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14-ORE-OAK,2025-06-14,2025,8,,ORE,OAK,0.0,4.0,0.0,3.0,0.0,82.0,39.0
2025-06-21-LV-OAK,2025-06-21,2025,9,,LV,OAK,0.0,2.0,0.0,3.0,1.0,235.0,78.0
2025-06-27-OAK-SLC,2025-06-27,2025,10,,OAK,SLC,0.0,1.0,0.0,2.0,0.0,128.0,-21.0
2025-06-28-OAK-SD,2025-06-28,2025,10,,OAK,SD,2.0,2.0,0.0,0.0,1.0,47.0,28.0
2025-07-19-SD-OAK,2025-07-19,2025,13,,SD,OAK,0.0,1.0,0.0,2.0,0.0,55.0,35.0
2026-04-26-ORE-OAK,2026-04-26,2026,1,,ORE,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
