game_id,date,season,week,league,away,home,def_sack,def_solo,def_tot,def_ydsl
FOOTBALL_CFL_2016_10_14_WPG@BC,2016-10-14,2016,1,CFL,WPG,BC,1.0,2.0,2.0,8.0
FOOTBALL_CFL_2016_10_1_OTT@BC,2016-10-01,2016,1,CFL,OTT,BC,1.0,2.0,2.0,4.0
FOOTBALL_CFL_2016_10_22_EDM@BC,2016-10-22,2016,1,CFL,EDM,BC,,1.0,1.0,
FOOTBALL_CFL_2016_10_29_BC@SSK,2016-10-29,2016,1,CFL,BC,SSK,1.0,1.0,1.0,8.0
FOOTBALL_CFL_2016_10_8_BC@WPG,2016-10-08,2016,1,CFL,BC,WPG,,3.0,3.0,
FOOTBALL_CFL_2016_11_13_WPG@BC,2016-11-13,2016,1,CFL,WPG,BC,,1.0,1.0,
FOOTBALL_CFL_2016_11_5_SSK@BC,2016-11-05,2016,1,CFL,SSK,BC,,1.0,1.0,
FOOTBALL_CFL_2016_6_25_CGY@BC,2016-06-25,2016,1,CFL,CGY,BC,,2.0,2.0,
FOOTBALL_CFL_2016_7_16_BC@SSK,2016-07-16,2016,1,CFL,BC,SSK,,1.0,1.0,
FOOTBALL_CFL_2016_7_1_BC@HAM,2016-07-01,2016,1,CFL,BC,HAM,1.0,2.0,2.0,10.0
FOOTBALL_CFL_2016_7_29_BC@CGY,2016-07-29,2016,1,CFL,BC,CGY,1.0,1.0,1.0,8.0
FOOTBALL_CFL_2016_7_7_TOR@BC,2016-07-07,2016,1,CFL,TOR,BC,,1.0,1.0,
FOOTBALL_CFL_2016_8_19_CGY@BC,2016-08-19,2016,1,CFL,CGY,BC,,1.0,1.0,
FOOTBALL_CFL_2016_8_25_BC@OTT,2016-08-25,2016,1,CFL,BC,OTT,1.0,1.0,1.0,13.0
FOOTBALL_CFL_2016_8_31_BC@TOR,2016-08-31,2016,1,CFL,BC,TOR,,2.0,2.0,
FOOTBALL_CFL_2016_9_23_BC@EDM,2016-09-23,2016,1,CFL,BC,EDM,1.0,1.0,1.0,9.0
