game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W3_EDM,,,3,CFL,,,,0.0,14.0,2.0,0.0,15.0,,
SYNTHETIC_CFL_W4_EDM,,,4,CFL,,,,0.0,40.0,4.0,1.0,23.0,,
SYNTHETIC_CFL_W6_EDM,2022-07-14,,6,CFL,EDM,MTL,,0.0,9.0,1.0,0.0,64.0,,
SYNTHETIC_CFL_W7_EDM,2022-07-22,,7,CFL,WPG,EDM,,0.0,8.0,1.0,0.0,5.0,,
SYNTHETIC_CFL_W8_EDM,,,8,CFL,,,,0.0,5.0,1.0,0.0,6.0,,
SYNTHETIC_CFL_W11_EDM,2022-08-19,,11,CFL,EDM,OTT,,0.0,22.0,2.0,0.0,28.0,,
SYNTHETIC_CFL_W13_EDM,2022-09-05,,13,CFL,EDM,CGY,,0.0,5.0,1.0,0.0,62.0,,
SYNTHETIC_CFL_W14_EDM,2022-09-10,,14,CFL,CGY,EDM,,,,,0.0,79.0,,
SYNTHETIC_CFL_W16_EDM,,,16,CFL,,,,0.0,17.0,1.0,0.0,45.0,,
SYNTHETIC_CFL_W17_EDM,2022-10-01,,17,CFL,MTL,EDM,,0.0,29.0,3.0,0.0,67.0,,
SYNTHETIC_CFL_W19_EDM,2022-10-15,,19,CFL,TOR,EDM,,1.0,60.0,4.0,0.0,30.0,,
SYNTHETIC_CFL_W20_EDM,2022-10-21,,20,CFL,BC,EDM,,0.0,99.0,4.0,0.0,24.0,,
SYNTHETIC_CFL_2023_W4_MTL,2023-07-01,2023,4,CFL,WPG,MTL,,0.0,4.0,1.0,0.0,11.0,,
SYNTHETIC_CFL_2023_W10_MTL,2023-08-11,2023,10,CFL,SSK,MTL,,0.0,68.0,1.0,0.0,73.0,,
SYNTHETIC_CFL_2023_W12_MTL,2023-08-24,2023,12,CFL,MTL,WPG,,0.0,6.0,1.0,0.0,12.0,,
SYNTHETIC_CFL_2023_W14_MTL,2023-09-09,2023,14,CFL,MTL,TOR,,0.0,52.0,5.0,0.0,10.0,,
SYNTHETIC_CFL_2023_W15_MTL,2023-09-15,2023,15,CFL,TOR,MTL,0.0,0.0,3.0,4.0,0.0,29.0,0.0,1.0
SYNTHETIC_CFL_2023_W18_MTL,2023-10-09,2023,18,CFL,OTT,MTL,,0.0,27.0,9.0,0.0,43.0,,
SYNTHETIC_CFL_2023_W19_MTL,2023-10-14,2023,19,CFL,MTL,EDM,,0.0,16.0,2.0,0.0,88.0,,
SYNTHETIC_CFL_2024_W1_MTL,2024-06-06,2024,1,CFL,MTL,WPG,,0.0,5.0,3.0,0.0,36.0,,
SYNTHETIC_CFL_2024_W2_MTL,2024-05-25,2024,2,CFL,TOR,MTL,,1.0,61.0,3.0,1.0,82.0,,
SYNTHETIC_CFL_2024_W3_MTL,2024-06-20,2024,3,CFL,OTT,MTL,,0.0,48.0,5.0,0.0,45.0,,
SYNTHETIC_CFL_2024_W4_MTL,2024-06-28,2024,4,CFL,MTL,TOR,,0.0,14.0,4.0,0.0,11.0,,
SYNTHETIC_CFL_2024_W5_MTL,2024-07-06,2024,5,CFL,CGY,MTL,,0.0,104.0,9.0,1.0,56.0,,
SYNTHETIC_CFL_2024_W6_MTL,2024-07-11,2024,6,CFL,TOR,MTL,,0.0,16.0,1.0,0.0,60.0,,
SYNTHETIC_CFL_2024_W8_MTL,2024-07-25,2024,8,CFL,SSK,MTL,,0.0,53.0,5.0,0.0,16.0,,
SYNTHETIC_CFL_2024_W9_MTL,2024-08-02,2024,9,CFL,MTL,HAM,,0.0,28.0,3.0,1.0,56.0,,
SYNTHETIC_CFL_2024_W10_MTL,2024-08-10,2024,10,CFL,HAM,MTL,,0.0,22.0,2.0,0.0,53.0,,
SYNTHETIC_CFL_2024_W11_MTL,2024-08-16,2024,11,CFL,MTL,SSK,,1.0,65.0,8.0,0.0,14.0,,
SYNTHETIC_CFL_2024_W12_MTL,2024-08-25,2024,12,CFL,EDM,MTL,,0.0,45.0,6.0,0.0,54.0,,
SYNTHETIC_CFL_2024_W14_MTL,2024-09-06,2024,14,CFL,BC,MTL,,0.0,72.0,8.0,0.0,21.0,,
SYNTHETIC_CFL_2024_W15_MTL,2024-09-14,2024,15,CFL,MTL,CGY,,0.0,15.0,3.0,0.0,90.0,,
SYNTHETIC_CFL_2024_W16_MTL,2024-09-21,2024,16,CFL,MTL,OTT,,0.0,39.0,3.0,0.0,36.0,,
SYNTHETIC_CFL_2024_W17_MTL,2024-09-28,2024,17,CFL,MTL,TOR,,1.0,9.0,2.0,0.0,44.0,,
SYNTHETIC_CFL_2024_W19_MTL,2024-10-14,2024,19,CFL,OTT,MTL,,0.0,45.0,2.0,0.0,37.0,,
SYNTHETIC_CFL_2024_W21_MTL,2024-10-26,2024,21,CFL,WPG,MTL,,0.0,41.0,4.0,1.0,53.0,,
