game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-wbbl-2015-12-18-896463,2015-12-18,2015,1,WBBL,Sydney Sixers,Melbourne Stars,,,,,,,24.0,0.0,1.0,17.0,0.0,0.0,,1.0
cricket-wbbl-2015-12-19-896471,2015-12-19,2015,1,WBBL,Sydney Sixers,Melbourne Stars,,,,,,,24.0,0.0,0.0,16.0,2.0,0.0,,1.0
cricket-wbbl-2015-12-26-896485,2015-12-26,2015,1,WBBL,Melbourne Stars,Perth Scorchers,,,,,,,24.0,1.0,0.0,21.0,0.0,0.0,,1.0
cricket-wbbl-2015-12-27-896487,2015-12-27,2015,1,WBBL,Melbourne Stars,Perth Scorchers,,,,,,,19.0,0.0,0.0,26.0,0.0,1.0,1.0,1.0
cricket-wbbl-2016-12-13-1023667,2016-12-13,2016,1,WBBL,Melbourne Stars,Sydney Thunder,,,,,,,18.0,0.0,0.0,10.0,1.0,0.0,,1.0
cricket-wbbl-2016-12-17-1023673,2016-12-17,2016,1,WBBL,Sydney Sixers,Melbourne Stars,,,,,,,18.0,0.0,0.0,21.0,0.0,0.0,,1.0
cricket-wbbl-2016-12-18-1023681,2016-12-18,2016,1,WBBL,Sydney Sixers,Melbourne Stars,,,,,,,18.0,0.0,0.0,19.0,1.0,0.0,,1.0
cricket-wbbl-2016-12-26-1023687,2016-12-26,2016,1,WBBL,Melbourne Stars,Brisbane Heat,,,,,,,18.0,0.0,0.0,10.0,1.0,0.0,,1.0
cricket-wbbl-2016-12-27-1023693,2016-12-27,2016,1,WBBL,Brisbane Heat,Melbourne Stars,,,,,,,24.0,0.0,0.0,20.0,2.0,0.0,1.0,1.0
cricket-wbbl-2017-01-07-1064696,2017-01-07,2017,1,WBBL,Melbourne Stars,Melbourne Renegades,,,,,,,24.0,0.0,0.0,17.0,1.0,1.0,,1.0
cricket-wbbl-2017-01-10-1064697,2017-01-10,2017,1,WBBL,Adelaide Strikers,Melbourne Stars,,,,,,,24.0,0.0,0.0,25.0,2.0,1.0,,1.0
cricket-wbbl-2017-01-13-1064702,2017-01-13,2017,1,WBBL,Melbourne Stars,Adelaide Strikers,1.0,0.0,1.0,11.0,0.0,0.0,22.0,0.0,0.0,23.0,3.0,1.0,,1.0
cricket-wbbl-2017-01-15-1064707,2017-01-15,2017,1,WBBL,Perth Scorchers,Melbourne Stars,1.0,0.0,1.0,10.0,1.0,0.0,24.0,0.0,0.0,28.0,0.0,1.0,,1.0
cricket-wbbl-2017-01-20-1064713,2017-01-20,2017,1,WBBL,Hobart Hurricanes,Melbourne Stars,,,,,,,18.0,0.0,0.0,25.0,1.0,0.0,,1.0
cricket-wbbl-2017-01-21-1064717,2017-01-21,2017,1,WBBL,Melbourne Stars,Hobart Hurricanes,,,,,,,23.0,0.0,0.0,26.0,0.0,1.0,,1.0
cricket-wbbl-2017-12-09-1118474,2017-12-09,2017,1,WBBL,Sydney Sixers,Melbourne Stars,,,,,,,18.0,0.0,0.0,37.0,0.0,0.0,,1.0
cricket-wbbl-2017-12-12-1118479,2017-12-12,2017,1,WBBL,Melbourne Stars,Sydney Thunder,,,,,,,6.0,0.0,0.0,10.0,1.0,0.0,,1.0
cricket-wbbl-2017-12-26-1118488,2017-12-26,2017,1,WBBL,Melbourne Stars,Perth Scorchers,,,,,,,12.0,0.0,0.0,17.0,0.0,0.0,,1.0
cricket-wbbl-2017-12-27-1118489,2017-12-27,2017,1,WBBL,Melbourne Stars,Perth Scorchers,,,,,,,12.0,0.0,0.0,21.0,1.0,2.0,1.0,1.0
cricket-wbbl-2018-01-05-1118497,2018-01-05,2018,1,WBBL,Adelaide Strikers,Melbourne Stars,2.0,0.0,1.0,11.0,0.0,0.0,12.0,0.0,0.0,17.0,1.0,0.0,,1.0
cricket-wbbl-2018-01-06-1118498,2018-01-06,2018,1,WBBL,Melbourne Renegades,Melbourne Stars,,,,,,,6.0,0.0,0.0,14.0,0.0,1.0,,1.0
