game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-MAD-PIT,2023-04-29,2023,1,,MAD,PIT,,,18.0,16.0,,2.0,1.0,,,16.0,,102.0,-18.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,,,29.0,34.0,1.0,2.0,2.0,1.0,,35.0,1.0,147.0,295.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,,,9.0,11.0,1.0,,,,,11.0,,-24.0,53.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,,PIT,MAD,1.0,1.0,12.0,11.0,,,,,,12.0,1.0,15.0,106.0
2023-06-11-DET-PIT,2023-06-11,2023,7,,DET,PIT,,1.0,3.0,4.0,,,2.0,,,5.0,1.0,9.0,8.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,,,5.0,5.0,,,,,,5.0,,42.0,57.0
2023-06-30-DET-PIT,2023-06-30,2023,10,,DET,PIT,,,2.0,2.0,,,,,,2.0,,11.0,-11.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,,,3.0,3.0,,,,,0.0,3.0,0.0,26.0,15.0
2023-07-22-IND-PIT,2023-07-22,2023,13,,IND,PIT,1.0,,1.0,1.0,,,,1.0,,1.0,,13.0,48.0
