game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2025-04-24-NY-OAK,2025-04-24,2025,1,,NY,OAK,2.0,0.0,0.0,1.0,1.0,50.0,74.0
2025-05-03-OAK-SEA,2025-05-03,2025,2,,OAK,SEA,0.0,1.0,0.0,0.0,1.0,62.0,131.0
2025-05-04-OAK-ORE,2025-05-04,2025,2,,OAK,ORE,1.0,0.0,0.0,4.0,1.0,134.0,153.0
2025-05-09-SEA-OAK,2025-05-09,2025,3,,SEA,OAK,0.0,0.0,0.0,2.0,3.0,71.0,55.0
2025-05-24-SEA-OAK,2025-05-24,2025,5,,SEA,OAK,0.0,2.0,1.0,1.0,0.0,8.0,-14.0
2025-05-30-OAK-COL,2025-05-30,2025,6,,OAK,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06-SLC-OAK,2025-06-06,2025,7,,SLC,OAK,0.0,1.0,0.0,0.0,0.0,0.0,26.0
2025-06-14-ORE-OAK,2025-06-14,2025,8,,ORE,OAK,3.0,1.0,1.0,2.0,1.0,52.0,100.0
2025-06-21-LV-OAK,2025-06-21,2025,9,,LV,OAK,2.0,2.0,0.0,2.0,0.0,130.0,201.0
2025-06-27-OAK-SLC,2025-06-27,2025,10,,OAK,SLC,1.0,2.0,0.0,0.0,1.0,92.0,80.0
2025-06-28-OAK-SD,2025-06-28,2025,10,,OAK,SD,0.0,1.0,0.0,0.0,0.0,-2.0,43.0
2025-07-19-SD-OAK,2025-07-19,2025,13,,SD,OAK,4.0,0.0,0.0,1.0,0.0,69.0,243.0
