game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2025-04-26-MTL-BOS,2025-04-26,2025,1,,MTL,BOS,1.0,1.0,0.0,4.0,1.0,176.0,60.0
2025-05-10-MTL-BOS,2025-05-10,2025,3,,MTL,BOS,2.0,1.0,1.0,1.0,0.0,224.0,69.0
2025-05-16-NY-BOS,2025-05-16,2025,4,,NY,BOS,3.0,0.0,0.0,1.0,0.0,219.0,89.0
2025-05-18-BOS-DC,2025-05-18,2025,4,,BOS,DC,0.0,1.0,0.0,1.0,0.0,57.0,26.0
2025-06-07-PHI-BOS,2025-06-07,2025,7,,PHI,BOS,0.0,1.0,0.0,2.0,0.0,142.0,36.0
2025-06-14-BOS-MTL,2025-06-14,2025,8,,BOS,MTL,2.0,1.0,0.0,1.0,0.0,163.0,91.0
2025-06-15-BOS-TOR,2025-06-15,2025,8,,BOS,TOR,5.0,1.0,0.0,1.0,1.0,237.0,232.0
2025-06-21-TOR-BOS,2025-06-21,2025,9,,TOR,BOS,1.0,0.0,0.0,2.0,0.0,76.0,114.0
2025-07-06-DC-BOS,2025-07-06,2025,11,,DC,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-11-BOS-PHI,2025-07-11,2025,12,,BOS,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-12-BOS-DC,2025-07-12,2025,12,,BOS,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-19-BOS-NY,2025-07-19,2025,13,,BOS,NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
