game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2026-05-02-TOR-PHI,2026-05-02,2026,2,UFA,rush,phoenix,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-09-PHI-CAR,2026-05-09,2026,3,UFA,phoenix,flyers,1.0,0.0,0.0,1.0,1.0,133.0,53.0
2026-05-24-PHI-BOS,2026-05-24,2026,5,UFA,phoenix,glory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-30-PIT-PHI,2026-05-30,2026,6,UFA,thunderbirds,phoenix,0.0,0.0,1.0,1.0,0.0,65.0,1.0
2026-06-06-BOS-PHI,2026-06-06,2026,7,UFA,glory,phoenix,0.0,0.0,0.0,0.0,0.0,-1.0,61.0
2026-06-13-MTL-PHI,2026-06-13,2026,8,UFA,royal,phoenix,1.0,2.0,1.0,1.0,0.0,39.0,31.0
2026-06-19-PHI-MTL,2026-06-19,2026,9,UFA,phoenix,royal,0.0,1.0,0.0,1.0,0.0,96.0,-4.0
2026-06-20-PHI-BOS,2026-06-20,2026,9,UFA,phoenix,glory,0.0,1.0,0.0,3.0,0.0,121.0,-6.0
2026-07-01-NY-PHI,2026-07-01,2026,11,UFA,empire,phoenix,0.0,0.0,0.0,0.0,0.0,25.0,2.0
2026-07-03-DC-PHI,2026-07-03,2026,11,UFA,breeze,phoenix,0.0,0.0,0.0,0.0,0.0,0.0,0.0
