game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452435,,,1,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2457580,,,2,,,,8.0,0.0,0.0,0.0,1.0,4.0,0.0
2463135,,,3,,,,4.0,0.0,0.0,0.0,1.0,3.0,0.0
2463415,2022-07-10,,4,BIG3,Trilogy,Aliens,3.0,0.0,0.0,0.0,1.0,4.0,1.0
2463418,2022-07-17,,5,BIG3,Tri State,Trilogy,3.0,0.0,0.0,3.0,0.0,10.0,0.0
2464828,2022-07-23,,6,BIG3,Enemies,Trilogy,2.0,0.0,0.0,0.0,0.0,4.0,0.0
2559380,2023-06-25,2023,1,BIG3,ENEMIES,TRILOGY,6.0,0.0,0.0,0.0,0.0,6.0,0.0
2559386,2023-07-01,2023,2,BIG3,TRILOGY,TRIPLETS,3.0,0.0,0.0,2.0,1.0,8.0,1.0
2559392,2023-07-09,2023,3,BIG3,TRILOGY,POWER,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2559398,2023-07-15,2023,4,BIG3,3 HEADED MONSTERS,TRILOGY,4.0,0.0,0.0,0.0,0.0,10.0,1.0
2559405,2023-07-23,2023,5,BIG3,TRI-STATE,TRILOGY,4.0,0.0,0.0,1.0,1.0,8.0,1.0
2559415,2023-07-30,2023,6,BIG3,TRILOGY,3\'s COMPANY,2.0,0.0,0.0,0.0,0.0,3.0,0.0
2660093,2024-06-15,2024,1,BIG3,TRI-STATE,BALL HOGS,0.0,0.0,0.0,1.0,0.0,2.0,0.0
