game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2025-02-03-1470186,2025-02-03,2025,1,T20I,Hungary,Malta,18.0,1.0,1.0,8.0,29.0,1.0,,,,,,,,1.0
cricket-t20i-2025-02-04-1470188,2025-02-04,2025,1,T20I,Hungary,Austria,8.0,0.0,0.0,6.0,7.0,0.0,,,,,,,,1.0
cricket-t20i-2025-02-05-1470191,2025-02-05,2025,1,T20I,Austria,Hungary,31.0,2.0,0.0,6.0,35.0,3.0,,,,,,,,1.0
cricket-t20i-2025-06-21-1486786,2025-06-21,2025,1,T20I,Hungary,Slovenia,11.0,0.0,0.0,5.0,19.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
cricket-t20i-2025-06-21-1486787,2025-06-21,2025,1,T20I,Hungary,Slovenia,29.0,3.0,1.0,5.0,72.0,8.0,,,,,,,,1.0
cricket-t20i-2025-06-27-1490885,2025-06-27,2025,1,T20I,Hungary,Austria,23.0,3.0,0.0,5.0,38.0,3.0,,,,,,,,1.0
cricket-t20i-2025-06-27-1490887,2025-06-27,2025,1,T20I,Hungary,Romania,1.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2025-06-29-1490890,2025-06-29,2025,1,T20I,Hungary,France,5.0,0.0,0.0,5.0,7.0,1.0,,,,,,,2.0,1.0
cricket-t20i-2025-07-25-1495655,2025-07-25,2025,1,T20I,Hungary,Romania,9.0,1.0,0.0,8.0,20.0,2.0,,,,,,,,1.0
cricket-t20i-2025-07-25-1495656,2025-07-25,2025,1,T20I,Hungary,Luxembourg,15.0,1.0,0.0,6.0,27.0,3.0,,,,,,,1.0,1.0
cricket-t20i-2025-07-26-1495658,2025-07-26,2025,1,T20I,Hungary,Austria,15.0,0.0,0.0,5.0,21.0,2.0,6.0,0.0,0.0,11.0,0.0,2.0,,1.0
cricket-t20i-2025-07-27-1495660,2025-07-27,2025,1,T20I,Hungary,Luxembourg,4.0,0.0,0.0,4.0,4.0,0.0,,,,,,,1.0,1.0
