game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2559384,,,1,,,,4.0,1.0,0.0,4.0,0.0,3.0,1.0
2559389,,,2,,,,3.0,2.0,0.0,3.0,1.0,5.0,1.0
2559397,,,3,,,,5.0,2.0,0.0,3.0,0.0,0.0,1.0
2559399,,,4,,,,6.0,1.0,0.0,1.0,0.0,7.0,1.0
2559413,,,5,,,,4.0,2.0,0.0,7.0,0.0,1.0,2.0
2559415,,,6,,,,5.0,2.0,0.0,3.0,0.0,4.0,0.0
