game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2024-05-07-1431120,2024-05-07,2024,1,T20I,Japan,Mongolia,3.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,1.0,20.0,0.0,2.0,,1.0
cricket-t20i-2024-05-08-1431121,2024-05-08,2024,1,T20I,Japan,Mongolia,5.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,3.0,,1.0
cricket-t20i-2024-05-08-1431122,2024-05-08,2024,1,T20I,Japan,Mongolia,,,,,,,18.0,0.0,2.0,35.0,2.0,0.0,,1.0
cricket-t20i-2024-05-09-1431123,2024-05-09,2024,1,T20I,Mongolia,Japan,5.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,3.0,,1.0
cricket-t20i-2024-05-11-1431124,2024-05-11,2024,1,T20I,Japan,Mongolia,17.0,1.0,0.0,8.0,8.0,0.0,24.0,0.0,1.0,44.0,1.0,2.0,,1.0
cricket-t20i-2024-05-11-1431125,2024-05-11,2024,1,T20I,Japan,Mongolia,12.0,1.0,0.0,3.0,6.0,0.0,24.0,0.0,0.0,38.0,0.0,3.0,,1.0
cricket-t20i-2024-05-12-1431126,2024-05-12,2024,1,T20I,Japan,Mongolia,20.0,2.0,0.0,4.0,14.0,0.0,24.0,0.0,0.0,32.0,2.0,3.0,,1.0
cricket-t20i-2024-08-30-1447479,2024-08-30,2024,1,T20I,Kuwait,Mongolia,30.0,2.0,1.0,8.0,21.0,0.0,18.0,0.0,0.0,33.0,2.0,2.0,,1.0
cricket-t20i-2024-08-31-1447482,2024-08-31,2024,1,T20I,Mongolia,Hong Kong,7.0,0.0,0.0,6.0,1.0,0.0,,,,,,,,1.0
cricket-t20i-2024-09-02-1447485,2024-09-02,2024,1,T20I,Myanmar,Mongolia,28.0,0.0,0.0,7.0,10.0,0.0,18.0,0.0,1.0,22.0,1.0,2.0,,1.0
cricket-t20i-2024-09-05-1447490,2024-09-05,2024,1,T20I,Mongolia,Singapore,4.0,0.0,0.0,7.0,0.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2024-09-06-1447492,2024-09-06,2024,1,T20I,Maldives,Mongolia,13.0,0.0,0.0,7.0,9.0,1.0,24.0,0.0,1.0,29.0,0.0,0.0,,1.0
cricket-t20i-2024-09-09-1447496,2024-09-09,2024,1,T20I,Mongolia,Malaysia,13.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,1.0
