game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
cricket-t20i-2018-07-07-1147720,2018-07-07,2018,1,T20I,Papua New Guinea,Bangladesh,6.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,18.0,0.0,0.0,,,1.0
cricket-t20i-2018-07-08-1147724,2018-07-08,2018,1,T20I,United Arab Emirates,Papua New Guinea,9.0,0.0,0.0,1.0,7.0,0.0,18.0,0.0,0.0,11.0,2.0,1.0,,,1.0
cricket-t20i-2018-07-10-1147728,2018-07-10,2018,1,T20I,Papua New Guinea,Netherlands,13.0,0.0,0.0,2.0,13.0,0.0,16.0,0.0,0.0,13.0,1.0,0.0,,,1.0
cricket-t20i-2018-07-12-1147729,2018-07-12,2018,1,T20I,Ireland,Papua New Guinea,7.0,0.0,0.0,1.0,3.0,0.0,24.0,0.0,0.0,19.0,0.0,1.0,1.0,,1.0
cricket-t20i-2018-07-14-1147734,2018-07-14,2018,1,T20I,Papua New Guinea,Scotland,35.0,2.0,0.0,1.0,25.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,,,1.0
cricket-t20i-2019-05-06-1182904,2019-05-06,2019,1,T20I,Vanuatu,Papua New Guinea,41.0,1.0,0.0,1.0,34.0,1.0,24.0,0.0,0.0,14.0,2.0,3.0,,,1.0
cricket-t20i-2019-05-06-1182906,2019-05-06,2019,1,T20I,Indonesia,Papua New Guinea,8.0,0.0,0.0,1.0,4.0,0.0,24.0,0.0,0.0,14.0,0.0,1.0,,,1.0
cricket-t20i-2019-05-07-1182909,2019-05-07,2019,1,T20I,Fiji,Papua New Guinea,9.0,2.0,1.0,1.0,14.0,0.0,12.0,0.0,0.0,8.0,1.0,0.0,,,1.0
cricket-t20i-2019-05-09-1182914,2019-05-09,2019,1,T20I,Japan,Papua New Guinea,19.0,1.0,1.0,1.0,18.0,0.0,18.0,1.0,0.0,3.0,0.0,0.0,,,1.0
cricket-t20i-2019-05-10-1182918,2019-05-10,2019,1,T20I,Papua New Guinea,Samoa,5.0,0.0,0.0,1.0,3.0,0.0,18.0,0.0,0.0,14.0,0.0,0.0,1.0,,1.0
cricket-t20i-2019-09-01-1197052,2019-09-01,2019,1,T20I,Scotland,Papua New Guinea,21.0,2.0,0.0,1.0,12.0,0.0,24.0,0.0,0.0,16.0,2.0,0.0,,,1.0
cricket-t20i-2019-09-02-1197047,2019-09-02,2019,1,T20I,Bangladesh,Papua New Guinea,10.0,1.0,0.0,1.0,8.0,0.0,18.0,0.0,0.0,10.0,3.0,1.0,,,1.0
cricket-t20i-2019-09-03-1197058,2019-09-03,2019,1,T20I,Papua New Guinea,United States of America,50.0,6.0,1.0,1.0,58.0,0.0,24.0,0.0,0.0,15.0,3.0,0.0,1.0,,1.0
cricket-t20i-2019-09-05-1197061,2019-09-05,2019,1,T20I,Papua New Guinea,Thailand,29.0,0.0,0.0,1.0,13.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,,,1.0
cricket-t20i-2019-09-07-1197063,2019-09-07,2019,1,T20I,Ireland,Papua New Guinea,7.0,1.0,0.0,1.0,6.0,0.0,12.0,0.0,0.0,6.0,0.0,1.0,,,1.0
cricket-t20i-2022-09-18-1331386,2022-09-18,2022,1,T20I,Papua New Guinea,Zimbabwe,5.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,,,1.0
cricket-t20i-2022-09-19-1331390,2022-09-19,2022,1,T20I,Papua New Guinea,United Arab Emirates,34.0,3.0,0.0,1.0,32.0,2.0,12.0,0.0,0.0,17.0,0.0,1.0,,1.0,1.0
cricket-t20i-2022-09-23-1331399,2022-09-23,2022,1,T20I,United States of America,Papua New Guinea,30.0,6.0,0.0,1.0,33.0,0.0,12.0,1.0,0.0,1.0,2.0,0.0,,,1.0
cricket-t20i-2022-09-25-1331403,2022-09-25,2022,1,T20I,Scotland,Papua New Guinea,22.0,4.0,0.0,1.0,26.0,0.0,18.0,0.0,0.0,24.0,2.0,0.0,,,1.0
