game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W21_SSK,2024-10-26,2024,21,CFL,CGY,SSK,0.0,15.0,2.0,,
SYNTHETIC_CFL_2025_W3_SSK,2025-06-20,2025,3,CFL,SSK,TOR,0.0,8.0,1.0,,
SYNTHETIC_CFL_2025_W4_SSK,2025-06-28,2025,4,CFL,BC,SSK,0.0,40.0,2.0,,
SYNTHETIC_CFL_2025_W6_SSK,2025-07-11,2025,6,CFL,CGY,SSK,1.0,191.0,11.0,,
SYNTHETIC_CFL_2025_W7_SSK,2025-07-19,2025,7,CFL,SSK,BC,0.0,29.0,1.0,,
SYNTHETIC_CFL_2025_W8_SSK,2025-07-25,2025,8,CFL,EDM,SSK,0.0,21.0,3.0,,
SYNTHETIC_CFL_2025_W9_SSK,2025-08-02,2025,9,CFL,SSK,MTL,0.0,28.0,5.0,0.0,2.0
SYNTHETIC_CFL_2025_W11_SSK,2025-08-16,2025,11,CFL,HAM,SSK,1.0,36.0,3.0,,
SYNTHETIC_CFL_2025_W12_SSK,2025-08-23,2025,12,CFL,SSK,CGY,0.0,24.0,2.0,,
SYNTHETIC_CFL_2025_W13_SSK,2025-08-31,2025,13,CFL,WPG,SSK,0.0,20.0,2.0,,
SYNTHETIC_CFL_2025_W14_SSK,2025-09-06,2025,14,CFL,SSK,WPG,0.0,72.0,3.0,,
SYNTHETIC_CFL_2025_W19_SSK,2025-10-10,2025,19,CFL,TOR,SSK,1.0,75.0,5.0,,
SYNTHETIC_CFL_2025_W20_SSK,2025-10-17,2025,20,CFL,SSK,WPG,0.0,0.0,0.0,,
