game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2022-07-25-1321286,2022-07-25,2022,1,T20I,Austria,Slovenia,1.0,0.0,0.0,7.0,0.0,0.0,,,,,,,2.0,1.0
cricket-t20i-2022-07-27-1321291,2022-07-27,2022,1,T20I,Slovenia,Bulgaria,10.0,1.0,0.0,7.0,9.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2022-07-28-1321296,2022-07-28,2022,1,T20I,Slovenia,Guernsey,14.0,0.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,17.0,0.0,0.0,,1.0
cricket-t20i-2022-07-30-1321299,2022-07-30,2022,1,T20I,Luxembourg,Slovenia,16.0,1.0,0.0,4.0,17.0,0.0,,,,,,,,1.0
cricket-t20i-2024-07-09-1439817,2024-07-09,2024,1,T20I,Slovenia,Norway,17.0,0.0,0.0,4.0,9.0,1.0,,,,,,,1.0,1.0
cricket-t20i-2024-07-10-1439824,2024-07-10,2024,1,T20I,Gibraltar,Slovenia,23.0,2.0,0.0,4.0,23.0,1.0,,,,,,,1.0,1.0
cricket-t20i-2024-07-13-1439832,2024-07-13,2024,1,T20I,Slovenia,Sweden,16.0,2.0,0.0,5.0,14.0,0.0,,,,,,,2.0,1.0
cricket-t20i-2025-05-17-1486225,2025-05-17,2025,1,T20I,Austria,Slovenia,2.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,1.0
cricket-t20i-2025-05-18-1486227,2025-05-18,2025,1,T20I,Slovenia,Austria,17.0,1.0,0.0,3.0,12.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2025-05-18-1486228,2025-05-18,2025,1,T20I,Austria,Slovenia,22.0,4.0,0.0,4.0,24.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2025-06-07-1486790,2025-06-07,2025,1,T20I,Slovenia,Serbia,2.0,0.0,0.0,4.0,0.0,0.0,,,,,,,1.0,1.0
