game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
cricket-t20i-2024-04-20-1427420,2024-04-20,2024,1,T20I,Gibraltar,Estonia,14.0,0.0,0.0,1.0,7.0,0.0,16.0,1.0,2.0,14.0,2.0,5.0,,,1.0
cricket-t20i-2024-04-21-1427421,2024-04-21,2024,1,T20I,Gibraltar,Estonia,74.0,4.0,1.0,1.0,68.0,0.0,,,,,,,,,1.0
cricket-t20i-2024-04-21-1427422,2024-04-21,2024,1,T20I,Gibraltar,Estonia,11.0,1.0,0.0,1.0,11.0,0.0,18.0,2.0,0.0,1.0,1.0,0.0,,,1.0
cricket-t20i-2024-06-14-1438090,2024-06-14,2024,1,T20I,Gibraltar,Czech Republic,13.0,2.0,0.0,1.0,12.0,0.0,24.0,0.0,2.0,9.0,1.0,2.0,,,1.0
cricket-t20i-2024-06-15-1438092,2024-06-15,2024,1,T20I,Croatia,Gibraltar,5.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,1.0,28.0,1.0,7.0,1.0,,1.0
cricket-t20i-2024-06-16-1438094,2024-06-16,2024,1,T20I,Croatia,Gibraltar,42.0,1.0,1.0,1.0,21.0,0.0,12.0,0.0,0.0,7.0,1.0,2.0,,,1.0
cricket-t20i-2024-06-16-1438095,2024-06-16,2024,1,T20I,Gibraltar,Czech Republic,14.0,0.0,0.0,1.0,10.0,0.0,19.0,1.0,3.0,8.0,4.0,3.0,,,1.0
cricket-t20i-2024-12-15-1464722,2024-12-15,2024,1,T20I,Gibraltar,Jersey,29.0,0.0,0.0,2.0,11.0,0.0,18.0,0.0,2.0,23.0,1.0,2.0,,,1.0
cricket-t20i-2024-12-16-1464723,2024-12-16,2024,1,T20I,Gibraltar,Jersey,17.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,1.0,21.0,0.0,4.0,,,1.0
cricket-t20i-2025-06-12-1487658,2025-06-12,2025,1,T20I,Austria,Gibraltar,53.0,10.0,0.0,1.0,64.0,0.0,24.0,0.0,0.0,18.0,2.0,1.0,,1.0,1.0
cricket-t20i-2025-06-13-1487660,2025-06-13,2025,1,T20I,Gibraltar,Czech Republic,24.0,2.0,0.0,1.0,32.0,0.0,12.0,0.0,0.0,11.0,1.0,2.0,,,1.0
