game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452435,,,1,,,,7.0,4.0,0.0,0.0,0.0,6.0,0.0
2457580,,,2,,,,0.0,0.0,0.0,1.0,0.0,5.0,1.0
2463135,,,3,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2463415,2022-07-10,,4,BIG3,Trilogy,Aliens,2.0,0.0,0.0,0.0,0.0,6.0,1.0
2463418,2022-07-17,,5,BIG3,Tri State,Trilogy,2.0,0.0,0.0,1.0,1.0,2.0,0.0
2464828,2022-07-23,,6,BIG3,Enemies,Trilogy,1.0,0.0,0.0,1.0,1.0,5.0,0.0
2559380,2023-06-25,2023,1,BIG3,ENEMIES,TRILOGY,3.0,0.0,0.0,6.0,3.0,3.0,0.0
2559386,2023-07-01,2023,2,BIG3,TRILOGY,TRIPLETS,1.0,0.0,0.0,1.0,0.0,3.0,0.0
2559392,2023-07-09,2023,3,BIG3,TRILOGY,POWER,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559398,2023-07-15,2023,4,BIG3,3 HEADED MONSTERS,TRILOGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559405,2023-07-23,2023,5,BIG3,TRI-STATE,TRILOGY,1.0,0.0,0.0,1.0,0.0,5.0,0.0
2559415,2023-07-30,2023,6,BIG3,TRILOGY,3\'s COMPANY,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2660094,2024-06-15,2024,1,BIG3,TRILOGY,BIVOUAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
