game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2024-02-13-1419923,2024-02-13,2024,1,T20I,Oman,China,8.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,1.0,1.0
