game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_MECHANIX,,2022,2,AUDL,,,0.0,0.0,,,0.0,1.0,,,,,0.0,43.0,-12.0
SYNTHETIC_AUDL_2022_W3_MECHANIX,,2022,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-06-18-DET-PIT,2022-06-18,2022,4,,DET,PIT,0.0,0.0,,,1.0,0.0,,,,,0.0,16.0,20.0
2022-07-02-MIN-DET,2022-07-02,2022,6,,MIN,DET,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-09-DET-PIT,2022-07-09,2022,7,AUDL,mechanix,thunderbirds,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-16-MAD-DET,2022-07-16,2022,8,AUDL,radicals,mechanix,0.0,0.0,,,0.0,0.0,,,,,0.0,28.0,21.0
2022-07-30-DET-CHI,2022-07-30,2022,10,AUDL,mechanix,union,0.0,0.0,,,0.0,0.0,,,,,0.0,16.0,9.0
2022-07-31-DET-MIN,2022-07-31,2022,10,AUDL,mechanix,windchill,0.0,0.0,,,0.0,1.0,,,,,1.0,47.0,33.0
2023-05-13-PIT-DET,2023-05-13,2023,3,AUDL,PITTSBURGH THUNDERBIRDS,DETROIT MECHANIX,2.0,1.0,8.0,6.0,,,1.0,2.0,3.0,8.0,2.0,23.0,160.0
2023-05-27-MIN-DET,2023-05-27,2023,5,AUDL,MINNESOTA WIND CHILL,DETROIT MECHANIX,,,,,,,,,6.0,,,,
2023-06-03-IND-DET,2023-06-03,2023,6,AUDL,INDIANAPOLIS ALLEYCATS,DETROIT MECHANIX,,,1.0,1.0,1.0,,,,9.0,1.0,,15.0,
2023-06-11-DET-PIT,2023-06-11,2023,7,AUDL,DETROIT MECHANIX,PITTSBURGH THUNDERBIRDS,,,3.0,2.0,,1.0,,,1.0,2.0,,50.0,-6.0
2023-06-17-DET-IND,2023-06-17,2023,8,AUDL,DETROIT MECHANIX,INDIANAPOLIS ALLEYCATS,,,,,,,,,4.0,,,,
2023-06-24-CHI-DET,2023-06-24,2023,9,AUDL,CHICAGO UNION,DETROIT MECHANIX,,1.0,,,,,,,2.0,1.0,,,
2023-06-30-DET-PIT,2023-06-30,2023,10,AUDL,DETROIT MECHANIX,PITTSBURGH THUNDERBIRDS,1.0,,1.0,1.0,,,,,1.0,1.0,,15.0,33.0
2023-07-08-MAD-DET,2023-07-08,2023,11,AUDL,MADISON RADICALS,DETROIT MECHANIX,,,,,,,,,2.0,,,,
2023-07-15-TOR-DET,2023-07-15,2023,12,AUDL,TORONTO RUSH,DETROIT MECHANIX,,1.0,12.0,8.0,1.0,2.0,2.0,,,10.0,2.0,197.0,6.0
2023-07-22-DET-MAD,2023-07-22,2023,13,AUDL,DETROIT MECHANIX,MADISON RADICALS,,,5.0,3.0,,0.0,,,,5.0,,21.0,-3.0
2023-07-23-DET-MIN,2023-07-23,2023,13,AUDL,DETROIT MECHANIX,MINNESOTA WIND CHILL,,,,,,,,,,,2.0,,
2024-05-04-CHI-DET,2024-05-04,2024,2,UFA,union,mechanix,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-05-11-DET-IND,2024-05-11,2024,3,UFA,mechanix,alleycats,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-05-18-MAD-DET,2024-05-18,2024,4,UFA,radicals,mechanix,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-05-24-DET-PIT,2024-05-24,2024,5,UFA,mechanix,thunderbirds,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
