game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
cricket-t20i-2023-09-02-1394919,2023-09-02,2023,1,T20I,Mozambique,Eswatini,,,,,,,3.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0
cricket-t20i-2023-09-03-1394923,2023-09-03,2023,1,T20I,Mozambique,Sierra Leone,7.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0
cricket-t20i-2023-09-05-1394925,2023-09-05,2023,1,T20I,Cameroon,Mozambique,2.0,0.0,0.0,11.0,0.0,0.0,24.0,0.0,0.0,27.0,1.0,5.0,,,1.0
cricket-t20i-2024-04-22-1429623,2024-04-22,2024,1,T20I,Mozambique,Rwanda,10.0,1.0,1.0,10.0,7.0,0.0,6.0,0.0,1.0,10.0,0.0,1.0,,,1.0
cricket-t20i-2024-04-22-1429625,2024-04-22,2024,1,T20I,Mozambique,Botswana,,,,,,,18.0,0.0,0.0,21.0,1.0,5.0,,,1.0
cricket-t20i-2024-04-23-1429627,2024-04-23,2024,1,T20I,Mozambique,Lesotho,,,,,,,24.0,1.0,0.0,12.0,1.0,2.0,,1.0,1.0
cricket-t20i-2024-04-23-1429628,2024-04-23,2024,1,T20I,Mozambique,Botswana,25.0,1.0,0.0,9.0,9.0,0.0,,,,,,,,,1.0
cricket-t20i-2024-04-25-1429630,2024-04-25,2024,1,T20I,Mozambique,Rwanda,16.0,0.0,0.0,10.0,0.0,0.0,,,,,,,,,1.0
cricket-t20i-2026-04-06-1528319,2026-04-06,2026,1,T20I,Mozambique,Zambia,,,,,,,24.0,1.0,0.0,6.0,4.0,5.0,,,1.0
cricket-t20i-2026-04-07-1528322,2026-04-07,2026,1,T20I,Mozambique,Botswana,3.0,0.0,1.0,9.0,3.0,0.0,24.0,0.0,0.0,19.0,1.0,5.0,,,1.0
cricket-t20i-2026-04-07-1528324,2026-04-07,2026,1,T20I,Mozambique,Brazil,16.0,0.0,1.0,9.0,10.0,0.0,6.0,0.0,1.0,8.0,1.0,0.0,,,1.0
cricket-t20i-2026-04-08-1528327,2026-04-08,2026,1,T20I,Mozambique,Lesotho,13.0,0.0,0.0,8.0,10.0,0.0,24.0,0.0,0.0,18.0,2.0,6.0,1.0,,1.0
cricket-t20i-2026-04-09-1528329,2026-04-09,2026,1,T20I,Mozambique,Malawi,16.0,0.0,0.0,9.0,11.0,0.0,,,,,,,,,1.0
cricket-t20i-2026-04-10-1528334,2026-04-10,2026,1,T20I,Mozambique,Brazil,2.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,,1.0
cricket-t20i-2026-04-11-1528336,2026-04-11,2026,1,T20I,Botswana,Mozambique,17.0,2.0,1.0,8.0,17.0,0.0,24.0,0.0,0.0,27.0,1.0,2.0,,,1.0
cricket-t20i-2026-04-11-1528338,2026-04-11,2026,1,T20I,Mozambique,Malawi,3.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,15.0,1.0,7.0,,,1.0
