game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-ATX-HTX,2023-04-29,2023,1,,ATX,HTX,2.0,1.0,27.0,41.0,,1.0,3.0,2.0,,45.0,3.0,80.0,361.0
2023-05-06-DAL-ATX,2023-05-06,2023,2,,DAL,ATX,6.0,1.0,16.0,34.0,,1.0,1.0,3.0,,36.0,2.0,89.0,366.0
2023-05-12-ATX-ATL,2023-05-12,2023,3,,ATX,ATL,5.0,,18.0,38.0,,,2.0,2.0,,41.0,3.0,95.0,288.0
2023-05-13-ATX-CAR,2023-05-13,2023,3,,ATX,CAR,,1.0,,,,2.0,,,,,,,
2023-05-20-SD-ATX,2023-05-20,2023,4,,SD,ATX,1.0,1.0,19.0,29.0,,1.0,3.0,,,31.0,2.0,42.0,285.0
2023-06-02-HTX-ATX,2023-06-02,2023,6,,HTX,ATX,5.0,1.0,33.0,45.0,,3.0,2.0,1.0,,50.0,3.0,172.0,226.0
2023-06-10-CAR-ATX,2023-06-10,2023,7,,CAR,ATX,2.0,,32.0,40.0,,3.0,3.0,,1.0,42.0,2.0,48.0,193.0
2023-06-17-ATX-HTX,2023-06-17,2023,8,,ATX,HTX,1.0,,27.0,32.0,1.0,1.0,3.0,,,37.0,4.0,36.0,219.0
2023-07-01-DAL-ATX,2023-07-01,2023,10,,DAL,ATX,2.0,,23.0,30.0,,1.0,3.0,,,32.0,2.0,-6.0,241.0
2023-07-07-HTX-ATX,2023-07-07,2023,11,,HTX,ATX,1.0,0.0,34.0,36.0,,2.0,1.0,1.0,,38.0,2.0,206.0,142.0
