game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2024-04-28-SD-POR,2024-04-28,2024,1,UFA,growlers,nitro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-10-OAK-POR,2024-05-10,2024,3,UFA,spiders,nitro,0.0,0.0,0.0,0.0,0.0,48.0,-5.0
2024-05-17-POR-SD,2024-05-17,2024,4,UFA,nitro,growlers,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-18-POR-LA,2024-05-18,2024,4,UFA,nitro,aviators,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-25-POR-SEA,2024-05-25,2024,6,UFA,nitro,cascades,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-08-LA-POR,2024-06-08,2024,7,UFA,aviators,nitro,1.0,1.0,0.0,2.0,1.0,84.0,55.0
2024-06-15-SEA-POR,2024-06-15,2024,8,UFA,cascades,nitro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-30-COL-POR,2024-06-30,2024,10,UFA,summit,nitro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-05-POR-SLC,2024-07-05,2024,11,UFA,nitro,shred,1.0,1.0,0.0,0.0,0.0,-24.0,27.0
2024-07-06-POR-OAK,2024-07-06,2024,11,UFA,nitro,spiders,0.0,2.0,1.0,1.0,0.0,57.0,104.0
2024-07-13-SLC-POR,2024-07-13,2024,12,UFA,shred,nitro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-21-POR-SEA,2024-07-21,2024,13,UFA,nitro,cascades,0.0,2.0,0.0,0.0,1.0,-3.0,42.0
