game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_BREEZE,,,1,AUDL,,,0.0,0.0,,,0.0,0.0,,,,,0.0,-14.0,33.0
SYNTHETIC_AUDL_W2_BREEZE,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
SYNTHETIC_AUDL_W3_BREEZE,,,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,,0.0,-15.0,54.0
2022-06-18-TOR-DC,2022-06-18,2022,4,,TOR,DC,0.0,1.0,,,0.0,1.0,,,,,0.0,0.0,57.0
2022-07-02-DC-PHI,2022-07-02,2022,6,,DC,PHI,0.0,3.0,,,0.0,1.0,,,,,1.0,13.0,36.0
2022-07-08-PHI-DC,2022-07-08,2022,7,,PHI,DC,0.0,0.0,,,0.0,0.0,,,,,0.0,-5.0,57.0
2022-07-15-DC-MTL,2022-07-15,2022,8,,DC,MTL,0.0,0.0,,,0.0,0.0,,,,,0.0,38.0,51.0
2022-07-16-DC-OTT,2022-07-16,2022,8,,DC,OTT,3.0,1.0,,,0.0,0.0,,,,,0.0,-9.0,69.0
2022-07-23-DC-BOS,2022-07-23,2022,9,,DC,BOS,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-29-OTT-DC,2022-07-29,2022,10,,OTT,DC,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2023-06-23-DC-MTL,2023-06-23,2023,9,,DC,MTL,3.0,1.0,7.0,7.0,,,1.0,1.0,,7.0,,24.0,85.0
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,2.0,,9.0,9.0,,1.0,,1.0,3.0,9.0,,-2.0,109.0
