game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2025-05-03-OAK-SEA,2025-05-03,2025,2,,OAK,SEA,1.0,0.0,0.0,0.0,0.0,37.0,360.0
2025-05-09-SEA-OAK,2025-05-09,2025,3,,SEA,OAK,2.0,0.0,1.0,2.0,3.0,116.0,224.0
2025-05-10-SEA-LV,2025-05-10,2025,3,,SEA,LV,5.0,1.0,0.0,0.0,1.0,42.0,370.0
2025-05-17-SEA-ORE,2025-05-17,2025,4,,SEA,ORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-23-SEA-SLC,2025-05-23,2025,5,,SEA,SLC,4.0,0.0,0.0,1.0,1.0,80.0,393.0
2025-05-24-SEA-OAK,2025-05-24,2025,5,,SEA,OAK,3.0,0.0,0.0,0.0,1.0,68.0,549.0
2025-05-30-SLC-SEA,2025-05-30,2025,6,,SLC,SEA,3.0,0.0,0.0,0.0,2.0,96.0,365.0
2025-06-06-LV-SEA,2025-06-06,2025,7,,LV,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21-LA-SEA,2025-06-21,2025,9,,LA,SEA,1.0,0.0,0.0,0.0,1.0,-31.0,94.0
2025-06-27-COL-SEA,2025-06-27,2025,10,,COL,SEA,2.0,0.0,0.0,0.0,4.0,116.0,338.0
2025-07-18-SEA-COL,2025-07-18,2025,13,,SEA,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-19-ORE-SEA,2025-07-19,2025,13,,ORE,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
