game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_RADICALS,,2022,1,AUDL,,,2.0,0.0,,,,0.0,1.0,,,,1.0,62.0,126.0
SYNTHETIC_AUDL_2022_W2_RADICALS,,2022,2,AUDL,,,1.0,1.0,,,,0.0,1.0,,,,1.0,139.0,191.0
SYNTHETIC_AUDL_2022_W3_RADICALS,,2022,3,AUDL,,,1.0,0.0,,,,0.0,2.0,,,,0.0,83.0,73.0
2022-06-18-ATX-MAD,2022-06-18,2022,4,,ATX,MAD,2.0,1.0,,,,0.0,0.0,,,,2.0,30.0,117.0
2022-06-25-MAD-MIN,2022-06-25,2022,5,,MAD,MIN,2.0,1.0,,,,1.0,0.0,,,,5.0,106.0,106.0
2022-07-10-MIN-MAD,2022-07-10,2022,7,AUDL,windchill,radicals,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,0.0
2022-07-15-IND-MAD,2022-07-15,2022,8,AUDL,alleycats,radicals,0.0,0.0,,,,0.0,1.0,,,,3.0,95.0,28.0
2022-07-16-MAD-DET,2022-07-16,2022,8,AUDL,radicals,mechanix,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-29-CHI-MAD,2022-07-29,2022,10,AUDL,union,radicals,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2023-04-29-MAD-PIT,2023-04-29,2023,1,AUDL,MADISON RADICALS,PITTSBURGH THUNDERBIRDS,,2.0,,3.0,5.0,,,1.0,,5.0,,13.0,25.0
2023-05-20-MAD-IND,2023-05-20,2023,4,AUDL,MADISON RADICALS,INDIANAPOLIS ALLEYCATS,1.0,1.0,,7.0,7.0,,,,,8.0,1.0,75.0,10.0
2023-05-27-CHI-MAD,2023-05-27,2023,5,AUDL,CHICAGO UNION,MADISON RADICALS,,1.0,1.0,4.0,4.0,,1.0,2.0,,4.0,,8.0,11.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,AUDL,PITTSBURGH THUNDERBIRDS,MADISON RADICALS,,1.0,,1.0,2.0,,,,,2.0,,10.0,8.0
2023-06-10-MAD-MIN,2023-06-10,2023,7,AUDL,MADISON RADICALS,MINNESOTA WIND CHILL,,2.0,,7.0,3.0,,2.0,,,5.0,2.0,82.0,23.0
2023-06-17-MIN-MAD,2023-06-17,2023,8,AUDL,MINNESOTA WIND CHILL,MADISON RADICALS,,1.0,1.0,10.0,8.0,,1.0,1.0,,10.0,2.0,84.0,43.0
2023-06-23-IND-MAD,2023-06-23,2023,9,AUDL,INDIANAPOLIS ALLEYCATS,MADISON RADICALS,,1.0,,,,,,,,,,,
2023-07-07-MIN-MAD,2023-07-07,2023,11,AUDL,MINNESOTA WIND CHILL,MADISON RADICALS,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0
2023-07-21-MAD-CHI,2023-07-21,2023,13,AUDL,MADISON RADICALS,CHICAGO UNION,2.0,,,16.0,12.0,,4.0,,1.0,12.0,,98.0,78.0
2024-05-11-MAD-PIT,2024-05-11,2024,3,UFA,radicals,thunderbirds,0.0,3.0,,,,0.0,0.0,,,,1.0,-6.0,23.0
2024-05-18-MAD-DET,2024-05-18,2024,4,UFA,radicals,mechanix,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2024-05-24-MIN-MAD,2024-05-24,2024,5,UFA,windchill,radicals,0.0,0.0,,,,0.0,0.0,,,,0.0,-2.0,-3.0
2024-05-31-MAD-CHI,2024-05-31,2024,6,UFA,radicals,union,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2024-06-02-DET-MAD,2024-06-02,2024,6,UFA,mechanix,radicals,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2024-06-08-MAD-DET,2024-06-08,2024,7,UFA,radicals,mechanix,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2024-06-14-COL-MAD,2024-06-14,2024,8,UFA,summit,radicals,0.0,0.0,,,,0.0,0.0,,,,0.0,17.0,-7.0
2024-06-22-MAD-MIN,2024-06-22,2024,9,UFA,radicals,windchill,0.0,0.0,,,,0.0,1.0,,,,0.0,40.0,17.0
2024-06-29-MAD-IND,2024-06-29,2024,10,UFA,radicals,alleycats,0.0,0.0,,,,0.0,1.0,,,,0.0,21.0,0.0
2024-07-06-PIT-MAD,2024-07-06,2024,11,UFA,thunderbirds,radicals,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2024-07-12-CHI-MAD,2024-07-12,2024,12,UFA,union,radicals,1.0,1.0,,,,0.0,1.0,,,,0.0,80.0,9.0
2024-07-19-IND-MAD,2024-07-19,2024,13,UFA,alleycats,radicals,1.0,0.0,,,,0.0,0.0,,,,0.0,38.0,9.0
