game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2018-08-20-1158344,2018-08-20,2018,1,T20I,Botswana,Lesotho,5.0,1.0,0.0,2.0,5.0,0.0,,,,,,,,1.0
cricket-t20i-2018-08-21-1158350,2018-08-21,2018,1,T20I,Mozambique,Botswana,44.0,7.0,1.0,2.0,45.0,0.0,,,,,,,,1.0
cricket-t20i-2018-08-23-1158352,2018-08-23,2018,1,T20I,Botswana,Sierra Leone,35.0,7.0,0.0,2.0,32.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2018-08-24-1158358,2018-08-24,2018,1,T20I,Botswana,Namibia,7.0,1.0,0.0,3.0,5.0,0.0,,,,,,,,1.0
cricket-t20i-2019-04-01-1179016,2019-04-01,2019,1,T20I,Namibia,Botswana,8.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,1.0
cricket-t20i-2019-04-02-1179610,2019-04-02,2019,1,T20I,Namibia,Botswana,47.0,2.0,0.0,1.0,25.0,0.0,,,,,,,,1.0
cricket-t20i-2019-04-02-1179611,2019-04-02,2019,1,T20I,Namibia,Botswana,4.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2019-04-03-1179017,2019-04-03,2019,1,T20I,Namibia,Botswana,7.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,1.0
cricket-t20i-2019-04-03-1179018,2019-04-03,2019,1,T20I,Namibia,Botswana,17.0,0.0,0.0,3.0,5.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2021-09-09-1275106,2021-09-09,2021,1,T20I,Botswana,Eswatini,66.0,8.0,0.0,2.0,77.0,0.0,6.0,0.0,2.0,4.0,1.0,2.0,,1.0
cricket-t20i-2021-09-10-1275110,2021-09-10,2021,1,T20I,Botswana,Mozambique,7.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2021-09-16-1275128,2021-09-16,2021,1,T20I,Botswana,Tanzania,33.0,2.0,0.0,2.0,24.0,0.0,,,,,,,,1.0
cricket-t20i-2022-06-10-1318377,2022-06-10,2022,1,T20I,Tanzania,Botswana,8.0,0.0,0.0,2.0,5.0,0.0,,,,,,,,1.0
cricket-t20i-2022-06-11-1318383,2022-06-11,2022,1,T20I,Botswana,Nigeria,5.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2022-06-15-1318393,2022-06-15,2022,1,T20I,Botswana,Rwanda,24.0,1.0,0.0,2.0,11.0,0.0,,,,,,,,1.0
